Employee_ID,Employee_Name,Restaurant_Name,Shift_Date,Start_Time,End_Time,Hourly_Pay,Backup,Rota_Slot,Total_Hours
SB_E011,Karen,Savory Bites,2023-05-21,08:00,12:00,12.33,Leo,Morning,4
SB_E004,Dave,Savory Bites,2023-05-21,16:00,22:00,13.01,Karen,Evening,6
UF_E005,Quincy,Urban Feast,2023-05-21,08:00,16:00,13.43,Umar,Morning,8
UF_E002,Nina,Urban Feast,2023-05-21,16:00,22:00,14.02,Quincy,Evening,6
GH_E004,Bella,Gourmet Haven,2023-05-21,08:00,16:00,14.09,Yvonne,Morning,8
GH_E010,Hanna,Gourmet Haven,2023-05-21,16:00,22:00,15.24,Yvonne,Evening,6
SB_E012,Leo,Savory Bites,2023-05-22,08:00,14:00,12.75,Eva,Morning,6
SB_E010,Jack,Savory Bites,2023-05-22,16:00,22:00,12.25,Grace,Evening,6
UF_E011,Will,Urban Feast,2023-05-22,08:00,12:00,14.8,Xena,Morning,4
UF_E010,Violet,Urban Feast,2023-05-22,16:00,02:00,13.18,Quincy,Evening,10
GH_E012,Julia,Gourmet Haven,2023-05-22,08:00,12:00,15.61,Fiona,Morning,4
GH_E011,Isaac,Gourmet Haven,2023-05-22,16:00,02:00,15.51,Gordon,Evening,10
SB_E007,Grace,Savory Bites,2023-05-23,08:00,18:00,13.6,Henry,Morning,10
SB_E005,Eva,Savory Bites,2023-05-23,16:00,00:00,13.5,Irene,Evening,8
UF_E012,Xena,Urban Feast,2023-05-23,08:00,16:00,14.94,Tara,Morning,8
UF_E008,Tara,Urban Feast,2023-05-23,16:00,02:00,13.11,Umar,Evening,10
GH_E012,Julia,Gourmet Haven,2023-05-23,08:00,14:00,15.61,Ethan,Morning,6
GH_E003,Aaron,Gourmet Haven,2023-05-23,16:00,00:00,15.03,Daisy,Evening,8
SB_E006,Frank,Savory Bites,2023-05-24,08:00,16:00,13.55,Grace,Morning,8
SB_E005,Eva,Savory Bites,2023-05-24,16:00,00:00,13.5,Leo,Evening,8
UF_E009,Umar,Urban Feast,2023-05-24,08:00,18:00,13.35,Rose,Morning,10
UF_E012,Xena,Urban Feast,2023-05-24,16:00,22:00,14.94,Violet,Evening,6
GH_E009,Gordon,Gourmet Haven,2023-05-24,08:00,14:00,14.04,Ethan,Morning,6
GH_E008,Fiona,Gourmet Haven,2023-05-24,16:00,02:00,15.47,Zack,Evening,10
SB_E005,Eva,Savory Bites,2023-05-25,08:00,18:00,13.5,Jack,Morning,10
SB_E005,Eva,Savory Bites,2023-05-25,16:00,22:00,13.5,Alice,Evening,6
UF_E006,Rose,Urban Feast,2023-05-25,08:00,14:00,14.75,Quincy,Morning,6
UF_E002,Nina,Urban Feast,2023-05-25,16:00,20:00,14.02,Umar,Evening,4
GH_E010,Hanna,Gourmet Haven,2023-05-25,08:00,12:00,15.24,Fiona,Morning,4
GH_E006,Daisy,Gourmet Haven,2023-05-25,16:00,00:00,15.26,Carl,Evening,8
SB_E001,Alice,Savory Bites,2023-05-26,08:00,12:00,12.79,Bob,Morning,4
SB_E012,Leo,Savory Bites,2023-05-26,16:00,22:00,12.75,Alice,Evening,6
UF_E001,Mike,Urban Feast,2023-05-26,08:00,16:00,14.98,Tara,Morning,8
UF_E002,Nina,Urban Feast,2023-05-26,16:00,22:00,14.02,Umar,Evening,6
GH_E004,Bella,Gourmet Haven,2023-05-26,08:00,14:00,14.09,Ethan,Morning,6
GH_E005,Carl,Gourmet Haven,2023-05-26,16:00,22:00,14.9,Bella,Evening,6
SB_E001,Alice,Savory Bites,2023-05-27,08:00,14:00,12.79,Frank,Morning,6
SB_E003,Carol,Savory Bites,2023-05-27,16:00,02:00,12.38,Jack,Evening,10
UF_E012,Xena,Urban Feast,2023-05-27,08:00,12:00,14.94,Mike,Morning,4
UF_E004,Pam,Urban Feast,2023-05-27,16:00,20:00,13.64,Oscar,Evening,4
GH_E008,Fiona,Gourmet Haven,2023-05-27,08:00,18:00,15.47,Aaron,Morning,10
GH_E006,Daisy,Gourmet Haven,2023-05-27,16:00,00:00,15.26,Bella,Evening,8
SB_E003,Carol,Savory Bites,2023-05-28,08:00,14:00,12.38,Henry,Morning,6
SB_E008,Henry,Savory Bites,2023-05-28,16:00,02:00,12.97,Eva,Evening,10
UF_E006,Rose,Urban Feast,2023-05-28,08:00,12:00,14.75,Tara,Morning,4
UF_E002,Nina,Urban Feast,2023-05-28,16:00,00:00,14.02,Tara,Evening,8
GH_E007,Ethan,Gourmet Haven,2023-05-28,08:00,16:00,15.23,Gordon,Morning,8
GH_E002,Zack,Gourmet Haven,2023-05-28,16:00,00:00,14.76,Hanna,Evening,8
SB_E005,Eva,Savory Bites,2023-05-29,08:00,12:00,13.5,Leo,Morning,4
SB_E001,Alice,Savory Bites,2023-05-29,16:00,20:00,12.79,Dave,Evening,4
UF_E005,Quincy,Urban Feast,2023-05-29,08:00,18:00,13.43,Violet,Morning,10
UF_E002,Nina,Urban Feast,2023-05-29,16:00,00:00,14.02,Will,Evening,8
GH_E008,Fiona,Gourmet Haven,2023-05-29,08:00,18:00,15.47,Ethan,Morning,10
GH_E006,Daisy,Gourmet Haven,2023-05-29,16:00,20:00,15.26,Ethan,Evening,4
SB_E001,Alice,Savory Bites,2023-05-30,08:00,16:00,12.79,Jack,Morning,8
SB_E001,Alice,Savory Bites,2023-05-30,16:00,20:00,12.79,Bob,Evening,4
UF_E011,Will,Urban Feast,2023-05-30,08:00,18:00,14.8,Violet,Morning,10
UF_E012,Xena,Urban Feast,2023-05-30,16:00,20:00,14.94,Mike,Evening,4
GH_E011,Isaac,Gourmet Haven,2023-05-30,08:00,18:00,15.51,Aaron,Morning,10
GH_E001,Yvonne,Gourmet Haven,2023-05-30,16:00,02:00,14.29,Ethan,Evening,10
SB_E008,Henry,Savory Bites,2023-05-31,08:00,14:00,12.97,Alice,Morning,6
SB_E002,Bob,Savory Bites,2023-05-31,16:00,00:00,12.39,Eva,Evening,8
UF_E003,Oscar,Urban Feast,2023-05-31,08:00,18:00,14.75,Umar,Morning,10
UF_E008,Tara,Urban Feast,2023-05-31,16:00,02:00,13.11,Steve,Evening,10
GH_E007,Ethan,Gourmet Haven,2023-05-31,08:00,12:00,15.23,Gordon,Morning,4
GH_E008,Fiona,Gourmet Haven,2023-05-31,16:00,02:00,15.47,Julia,Evening,10
SB_E011,Karen,Savory Bites,2023-06-01,08:00,12:00,12.33,Henry,Morning,4
SB_E001,Alice,Savory Bites,2023-06-01,16:00,20:00,12.79,Henry,Evening,4
UF_E007,Steve,Urban Feast,2023-06-01,08:00,16:00,13.89,Will,Morning,8
UF_E012,Xena,Urban Feast,2023-06-01,16:00,00:00,14.94,Steve,Evening,8
GH_E008,Fiona,Gourmet Haven,2023-06-01,08:00,12:00,15.47,Daisy,Morning,4
GH_E010,Hanna,Gourmet Haven,2023-06-01,16:00,22:00,15.24,Daisy,Evening,6
SB_E012,Leo,Savory Bites,2023-06-02,08:00,12:00,12.75,Dave,Morning,4
SB_E010,Jack,Savory Bites,2023-06-02,16:00,02:00,12.25,Leo,Evening,10
UF_E010,Violet,Urban Feast,2023-06-02,08:00,16:00,13.18,Will,Morning,8
UF_E001,Mike,Urban Feast,2023-06-02,16:00,00:00,14.98,Pam,Evening,8
GH_E008,Fiona,Gourmet Haven,2023-06-02,08:00,12:00,15.47,Hanna,Morning,4
GH_E012,Julia,Gourmet Haven,2023-06-02,16:00,22:00,15.61,Carl,Evening,6
SB_E001,Alice,Savory Bites,2023-06-03,08:00,14:00,12.79,Dave,Morning,6
SB_E011,Karen,Savory Bites,2023-06-03,16:00,20:00,12.33,Irene,Evening,4
UF_E010,Violet,Urban Feast,2023-06-03,08:00,14:00,13.18,Will,Morning,6
UF_E012,Xena,Urban Feast,2023-06-03,16:00,22:00,14.94,Will,Evening,6
GH_E006,Daisy,Gourmet Haven,2023-06-03,08:00,16:00,15.26,Gordon,Morning,8
GH_E005,Carl,Gourmet Haven,2023-06-03,16:00,00:00,14.9,Julia,Evening,8
SB_E009,Irene,Savory Bites,2023-06-04,08:00,12:00,12.29,Carol,Morning,4
SB_E005,Eva,Savory Bites,2023-06-04,16:00,02:00,13.5,Henry,Evening,10
UF_E004,Pam,Urban Feast,2023-06-04,08:00,14:00,13.64,Oscar,Morning,6
UF_E003,Oscar,Urban Feast,2023-06-04,16:00,00:00,14.75,Quincy,Evening,8
GH_E007,Ethan,Gourmet Haven,2023-06-04,08:00,18:00,15.23,Carl,Morning,10
GH_E006,Daisy,Gourmet Haven,2023-06-04,16:00,22:00,15.26,Gordon,Evening,6
SB_E005,Eva,Savory Bites,2023-06-05,08:00,16:00,13.5,Karen,Morning,8
SB_E011,Karen,Savory Bites,2023-06-05,16:00,20:00,12.33,Eva,Evening,4
UF_E002,Nina,Urban Feast,2023-06-05,08:00,16:00,14.02,Xena,Morning,8
UF_E012,Xena,Urban Feast,2023-06-05,16:00,22:00,14.94,Tara,Evening,6
GH_E003,Aaron,Gourmet Haven,2023-06-05,08:00,12:00,15.03,Yvonne,Morning,4
GH_E001,Yvonne,Gourmet Haven,2023-06-05,16:00,00:00,14.29,Aaron,Evening,8
SB_E008,Henry,Savory Bites,2023-06-06,08:00,12:00,12.97,Bob,Morning,4
SB_E005,Eva,Savory Bites,2023-06-06,16:00,22:00,13.5,Carol,Evening,6
UF_E012,Xena,Urban Feast,2023-06-06,08:00,16:00,14.94,Tara,Morning,8
UF_E011,Will,Urban Feast,2023-06-06,16:00,02:00,14.8,Pam,Evening,10
GH_E010,Hanna,Gourmet Haven,2023-06-06,08:00,14:00,15.24,Ethan,Morning,6
GH_E007,Ethan,Gourmet Haven,2023-06-06,16:00,00:00,15.23,Gordon,Evening,8
SB_E008,Henry,Savory Bites,2023-06-07,08:00,16:00,12.97,Leo,Morning,8
SB_E001,Alice,Savory Bites,2023-06-07,16:00,02:00,12.79,Grace,Evening,10
UF_E004,Pam,Urban Feast,2023-06-07,08:00,12:00,13.64,Nina,Morning,4
UF_E002,Nina,Urban Feast,2023-06-07,16:00,02:00,14.02,Rose,Evening,10
GH_E001,Yvonne,Gourmet Haven,2023-06-07,08:00,12:00,14.29,Ethan,Morning,4
GH_E003,Aaron,Gourmet Haven,2023-06-07,16:00,22:00,15.03,Ethan,Evening,6
SB_E010,Jack,Savory Bites,2023-06-08,08:00,12:00,12.25,Alice,Morning,4
SB_E009,Irene,Savory Bites,2023-06-08,16:00,00:00,12.29,Dave,Evening,8
UF_E006,Rose,Urban Feast,2023-06-08,08:00,18:00,14.75,Violet,Morning,10
UF_E012,Xena,Urban Feast,2023-06-08,16:00,20:00,14.94,Violet,Evening,4
GH_E010,Hanna,Gourmet Haven,2023-06-08,08:00,14:00,15.24,Zack,Morning,6
GH_E003,Aaron,Gourmet Haven,2023-06-08,16:00,22:00,15.03,Julia,Evening,6
SB_E012,Leo,Savory Bites,2023-06-09,08:00,18:00,12.75,Dave,Morning,10
SB_E002,Bob,Savory Bites,2023-06-09,16:00,00:00,12.39,Alice,Evening,8
UF_E004,Pam,Urban Feast,2023-06-09,08:00,14:00,13.64,Umar,Morning,6
UF_E010,Violet,Urban Feast,2023-06-09,16:00,22:00,13.18,Umar,Evening,6
GH_E003,Aaron,Gourmet Haven,2023-06-09,08:00,16:00,15.03,Yvonne,Morning,8
GH_E008,Fiona,Gourmet Haven,2023-06-09,16:00,22:00,15.47,Aaron,Evening,6
SB_E009,Irene,Savory Bites,2023-06-10,08:00,18:00,12.29,Leo,Morning,10
SB_E009,Irene,Savory Bites,2023-06-10,16:00,20:00,12.29,Alice,Evening,4
UF_E006,Rose,Urban Feast,2023-06-10,08:00,18:00,14.75,Oscar,Morning,10
UF_E008,Tara,Urban Feast,2023-06-10,16:00,02:00,13.11,Rose,Evening,10
GH_E009,Gordon,Gourmet Haven,2023-06-10,08:00,18:00,14.04,Hanna,Morning,10
GH_E009,Gordon,Gourmet Haven,2023-06-10,16:00,02:00,14.04,Ethan,Evening,10
SB_E004,Dave,Savory Bites,2023-06-11,08:00,16:00,13.01,Irene,Morning,8
SB_E012,Leo,Savory Bites,2023-06-11,16:00,20:00,12.75,Dave,Evening,4
UF_E012,Xena,Urban Feast,2023-06-11,08:00,12:00,14.94,Tara,Morning,4
UF_E010,Violet,Urban Feast,2023-06-11,16:00,20:00,13.18,Rose,Evening,4
GH_E008,Fiona,Gourmet Haven,2023-06-11,08:00,12:00,15.47,Aaron,Morning,4
GH_E007,Ethan,Gourmet Haven,2023-06-11,16:00,02:00,15.23,Julia,Evening,10
SB_E001,Alice,Savory Bites,2023-06-12,08:00,14:00,12.79,Dave,Morning,6
SB_E005,Eva,Savory Bites,2023-06-12,16:00,00:00,13.5,Carol,Evening,8
UF_E005,Quincy,Urban Feast,2023-06-12,08:00,18:00,13.43,Tara,Morning,10
UF_E003,Oscar,Urban Feast,2023-06-12,16:00,20:00,14.75,Nina,Evening,4
GH_E012,Julia,Gourmet Haven,2023-06-12,08:00,14:00,15.61,Fiona,Morning,6
GH_E003,Aaron,Gourmet Haven,2023-06-12,16:00,02:00,15.03,Ethan,Evening,10
SB_E006,Frank,Savory Bites,2023-06-13,08:00,14:00,13.55,Grace,Morning,6
SB_E009,Irene,Savory Bites,2023-06-13,16:00,20:00,12.29,Bob,Evening,4
UF_E010,Violet,Urban Feast,2023-06-13,08:00,16:00,13.18,Will,Morning,8
UF_E003,Oscar,Urban Feast,2023-06-13,16:00,22:00,14.75,Umar,Evening,6
GH_E002,Zack,Gourmet Haven,2023-06-13,08:00,12:00,14.76,Aaron,Morning,4
GH_E009,Gordon,Gourmet Haven,2023-06-13,16:00,00:00,14.04,Aaron,Evening,8
SB_E004,Dave,Savory Bites,2023-06-14,08:00,12:00,13.01,Irene,Morning,4
SB_E001,Alice,Savory Bites,2023-06-14,16:00,00:00,12.79,Henry,Evening,8
UF_E004,Pam,Urban Feast,2023-06-14,08:00,12:00,13.64,Oscar,Morning,4
UF_E002,Nina,Urban Feast,2023-06-14,16:00,22:00,14.02,Xena,Evening,6
GH_E007,Ethan,Gourmet Haven,2023-06-14,08:00,18:00,15.23,Isaac,Morning,10
GH_E003,Aaron,Gourmet Haven,2023-06-14,16:00,20:00,15.03,Bella,Evening,4
SB_E001,Alice,Savory Bites,2023-06-15,08:00,12:00,12.79,Bob,Morning,4
SB_E008,Henry,Savory Bites,2023-06-15,16:00,22:00,12.97,Frank,Evening,6
UF_E005,Quincy,Urban Feast,2023-06-15,08:00,14:00,13.43,Tara,Morning,6
UF_E009,Umar,Urban Feast,2023-06-15,16:00,00:00,13.35,Mike,Evening,8
GH_E003,Aaron,Gourmet Haven,2023-06-15,08:00,14:00,15.03,Julia,Morning,6
GH_E009,Gordon,Gourmet Haven,2023-06-15,16:00,02:00,14.04,Aaron,Evening,10
SB_E006,Frank,Savory Bites,2023-06-16,08:00,16:00,13.55,Carol,Morning,8
SB_E006,Frank,Savory Bites,2023-06-16,16:00,00:00,13.55,Grace,Evening,8
UF_E001,Mike,Urban Feast,2023-06-16,08:00,14:00,14.98,Quincy,Morning,6
UF_E010,Violet,Urban Feast,2023-06-16,16:00,00:00,13.18,Steve,Evening,8
GH_E012,Julia,Gourmet Haven,2023-06-16,08:00,18:00,15.61,Yvonne,Morning,10
GH_E001,Yvonne,Gourmet Haven,2023-06-16,16:00,02:00,14.29,Aaron,Evening,10
SB_E008,Henry,Savory Bites,2023-06-17,08:00,14:00,12.97,Karen,Morning,6
SB_E010,Jack,Savory Bites,2023-06-17,16:00,02:00,12.25,Grace,Evening,10
UF_E009,Umar,Urban Feast,2023-06-17,08:00,16:00,13.35,Violet,Morning,8
UF_E006,Rose,Urban Feast,2023-06-17,16:00,02:00,14.75,Violet,Evening,10
GH_E008,Fiona,Gourmet Haven,2023-06-17,08:00,16:00,15.47,Bella,Morning,8
GH_E008,Fiona,Gourmet Haven,2023-06-17,16:00,22:00,15.47,Daisy,Evening,6
SB_E002,Bob,Savory Bites,2023-06-18,08:00,16:00,12.39,Henry,Morning,8
SB_E011,Karen,Savory Bites,2023-06-18,16:00,20:00,12.33,Bob,Evening,4
UF_E003,Oscar,Urban Feast,2023-06-18,08:00,16:00,14.75,Rose,Morning,8
UF_E003,Oscar,Urban Feast,2023-06-18,16:00,20:00,14.75,Steve,Evening,4
GH_E006,Daisy,Gourmet Haven,2023-06-18,08:00,18:00,15.26,Zack,Morning,10
GH_E001,Yvonne,Gourmet Haven,2023-06-18,16:00,22:00,14.29,Zack,Evening,6
SB_E011,Karen,Savory Bites,2023-06-19,08:00,12:00,12.33,Grace,Morning,4
SB_E008,Henry,Savory Bites,2023-06-19,16:00,22:00,12.97,Dave,Evening,6
UF_E007,Steve,Urban Feast,2023-06-19,08:00,12:00,13.89,Pam,Morning,4
UF_E004,Pam,Urban Feast,2023-06-19,16:00,20:00,13.64,Violet,Evening,4
GH_E009,Gordon,Gourmet Haven,2023-06-19,08:00,14:00,14.04,Aaron,Morning,6
GH_E008,Fiona,Gourmet Haven,2023-06-19,16:00,20:00,15.47,Aaron,Evening,4
SB_E001,Alice,Savory Bites,2023-06-20,08:00,12:00,12.79,Irene,Morning,4
SB_E004,Dave,Savory Bites,2023-06-20,16:00,02:00,13.01,Carol,Evening,10
UF_E009,Umar,Urban Feast,2023-06-20,08:00,14:00,13.35,Xena,Morning,6
UF_E012,Xena,Urban Feast,2023-06-20,16:00,20:00,14.94,Violet,Evening,4
GH_E008,Fiona,Gourmet Haven,2023-06-20,08:00,12:00,15.47,Carl,Morning,4
GH_E006,Daisy,Gourmet Haven,2023-06-20,16:00,22:00,15.26,Julia,Evening,6
SB_E003,Carol,Savory Bites,2023-06-21,08:00,14:00,12.38,Dave,Morning,6
SB_E007,Grace,Savory Bites,2023-06-21,16:00,00:00,13.6,Frank,Evening,8
UF_E007,Steve,Urban Feast,2023-06-21,08:00,14:00,13.89,Nina,Morning,6
UF_E006,Rose,Urban Feast,2023-06-21,16:00,00:00,14.75,Steve,Evening,8
GH_E012,Julia,Gourmet Haven,2023-06-21,08:00,12:00,15.61,Aaron,Morning,4
GH_E009,Gordon,Gourmet Haven,2023-06-21,16:00,02:00,14.04,Julia,Evening,10
SB_E007,Grace,Savory Bites,2023-06-22,08:00,16:00,13.6,Alice,Morning,8
SB_E010,Jack,Savory Bites,2023-06-22,16:00,22:00,12.25,Frank,Evening,6
UF_E004,Pam,Urban Feast,2023-06-22,08:00,18:00,13.64,Rose,Morning,10
UF_E011,Will,Urban Feast,2023-06-22,16:00,02:00,14.8,Violet,Evening,10
GH_E006,Daisy,Gourmet Haven,2023-06-22,08:00,14:00,15.26,Carl,Morning,6
GH_E011,Isaac,Gourmet Haven,2023-06-22,16:00,00:00,15.51,Zack,Evening,8
SB_E002,Bob,Savory Bites,2023-06-23,08:00,14:00,12.39,Alice,Morning,6
SB_E002,Bob,Savory Bites,2023-06-23,16:00,22:00,12.39,Jack,Evening,6
UF_E005,Quincy,Urban Feast,2023-06-23,08:00,18:00,13.43,Xena,Morning,10
UF_E003,Oscar,Urban Feast,2023-06-23,16:00,00:00,14.75,Will,Evening,8
GH_E006,Daisy,Gourmet Haven,2023-06-23,08:00,12:00,15.26,Zack,Morning,4
GH_E012,Julia,Gourmet Haven,2023-06-23,16:00,00:00,15.61,Bella,Evening,8
SB_E002,Bob,Savory Bites,2023-06-24,08:00,16:00,12.39,Irene,Morning,8
SB_E002,Bob,Savory Bites,2023-06-24,16:00,20:00,12.39,Dave,Evening,4
UF_E003,Oscar,Urban Feast,2023-06-24,08:00,18:00,14.75,Xena,Morning,10
UF_E009,Umar,Urban Feast,2023-06-24,16:00,22:00,13.35,Mike,Evening,6
GH_E007,Ethan,Gourmet Haven,2023-06-24,08:00,14:00,15.23,Bella,Morning,6
GH_E006,Daisy,Gourmet Haven,2023-06-24,16:00,02:00,15.26,Zack,Evening,10
SB_E002,Bob,Savory Bites,2023-06-25,08:00,14:00,12.39,Eva,Morning,6
SB_E008,Henry,Savory Bites,2023-06-25,16:00,20:00,12.97,Grace,Evening,4
UF_E002,Nina,Urban Feast,2023-06-25,08:00,18:00,14.02,Umar,Morning,10
UF_E008,Tara,Urban Feast,2023-06-25,16:00,02:00,13.11,Violet,Evening,10
GH_E009,Gordon,Gourmet Haven,2023-06-25,08:00,14:00,14.04,Aaron,Morning,6
GH_E002,Zack,Gourmet Haven,2023-06-25,16:00,02:00,14.76,Carl,Evening,10
SB_E007,Grace,Savory Bites,2023-06-26,08:00,14:00,13.6,Jack,Morning,6
SB_E011,Karen,Savory Bites,2023-06-26,16:00,20:00,12.33,Eva,Evening,4
UF_E006,Rose,Urban Feast,2023-06-26,08:00,18:00,14.75,Violet,Morning,10
UF_E006,Rose,Urban Feast,2023-06-26,16:00,22:00,14.75,Pam,Evening,6
GH_E010,Hanna,Gourmet Haven,2023-06-26,08:00,16:00,15.24,Fiona,Morning,8
GH_E004,Bella,Gourmet Haven,2023-06-26,16:00,00:00,14.09,Ethan,Evening,8
SB_E004,Dave,Savory Bites,2023-06-27,08:00,12:00,13.01,Leo,Morning,4
SB_E001,Alice,Savory Bites,2023-06-27,16:00,00:00,12.79,Grace,Evening,8
UF_E012,Xena,Urban Feast,2023-06-27,08:00,12:00,14.94,Pam,Morning,4
UF_E001,Mike,Urban Feast,2023-06-27,16:00,20:00,14.98,Xena,Evening,4
GH_E006,Daisy,Gourmet Haven,2023-06-27,08:00,16:00,15.26,Hanna,Morning,8
GH_E012,Julia,Gourmet Haven,2023-06-27,16:00,02:00,15.61,Aaron,Evening,10
SB_E010,Jack,Savory Bites,2023-06-28,08:00,18:00,12.25,Dave,Morning,10
SB_E009,Irene,Savory Bites,2023-06-28,16:00,02:00,12.29,Eva,Evening,10
UF_E002,Nina,Urban Feast,2023-06-28,08:00,12:00,14.02,Pam,Morning,4
UF_E004,Pam,Urban Feast,2023-06-28,16:00,20:00,13.64,Mike,Evening,4
GH_E011,Isaac,Gourmet Haven,2023-06-28,08:00,16:00,15.51,Fiona,Morning,8
GH_E011,Isaac,Gourmet Haven,2023-06-28,16:00,00:00,15.51,Bella,Evening,8
SB_E008,Henry,Savory Bites,2023-06-29,08:00,14:00,12.97,Irene,Morning,6
SB_E010,Jack,Savory Bites,2023-06-29,16:00,20:00,12.25,Irene,Evening,4
UF_E010,Violet,Urban Feast,2023-06-29,08:00,14:00,13.18,Tara,Morning,6
UF_E009,Umar,Urban Feast,2023-06-29,16:00,22:00,13.35,Will,Evening,6
GH_E006,Daisy,Gourmet Haven,2023-06-29,08:00,18:00,15.26,Carl,Morning,10
GH_E001,Yvonne,Gourmet Haven,2023-06-29,16:00,00:00,14.29,Zack,Evening,8
SB_E004,Dave,Savory Bites,2023-06-30,08:00,18:00,13.01,Karen,Morning,10
SB_E005,Eva,Savory Bites,2023-06-30,16:00,22:00,13.5,Alice,Evening,6
UF_E012,Xena,Urban Feast,2023-06-30,08:00,16:00,14.94,Rose,Morning,8
UF_E011,Will,Urban Feast,2023-06-30,16:00,00:00,14.8,Rose,Evening,8
GH_E009,Gordon,Gourmet Haven,2023-06-30,08:00,12:00,14.04,Aaron,Morning,4
GH_E007,Ethan,Gourmet Haven,2023-06-30,16:00,20:00,15.23,Carl,Evening,4
SB_E010,Jack,Savory Bites,2023-07-01,08:00,14:00,12.25,Dave,Morning,6
SB_E002,Bob,Savory Bites,2023-07-01,16:00,02:00,12.39,Leo,Evening,10
UF_E005,Quincy,Urban Feast,2023-07-01,08:00,12:00,13.43,Oscar,Morning,4
UF_E005,Quincy,Urban Feast,2023-07-01,16:00,20:00,13.43,Umar,Evening,4
GH_E003,Aaron,Gourmet Haven,2023-07-01,08:00,16:00,15.03,Gordon,Morning,8
GH_E010,Hanna,Gourmet Haven,2023-07-01,16:00,00:00,15.24,Aaron,Evening,8
SB_E004,Dave,Savory Bites,2023-07-02,08:00,16:00,13.01,Eva,Morning,8
SB_E007,Grace,Savory Bites,2023-07-02,16:00,02:00,13.6,Irene,Evening,10
UF_E008,Tara,Urban Feast,2023-07-02,08:00,18:00,13.11,Steve,Morning,10
UF_E005,Quincy,Urban Feast,2023-07-02,16:00,22:00,13.43,Rose,Evening,6
GH_E009,Gordon,Gourmet Haven,2023-07-02,08:00,16:00,14.04,Bella,Morning,8
GH_E010,Hanna,Gourmet Haven,2023-07-02,16:00,22:00,15.24,Aaron,Evening,6
SB_E001,Alice,Savory Bites,2023-07-03,08:00,18:00,12.79,Grace,Morning,10
SB_E008,Henry,Savory Bites,2023-07-03,16:00,00:00,12.97,Frank,Evening,8
UF_E008,Tara,Urban Feast,2023-07-03,08:00,14:00,13.11,Xena,Morning,6
UF_E012,Xena,Urban Feast,2023-07-03,16:00,22:00,14.94,Rose,Evening,6
GH_E007,Ethan,Gourmet Haven,2023-07-03,08:00,16:00,15.23,Isaac,Morning,8
GH_E010,Hanna,Gourmet Haven,2023-07-03,16:00,20:00,15.24,Bella,Evening,4
SB_E007,Grace,Savory Bites,2023-07-04,08:00,18:00,13.6,Carol,Morning,10
SB_E001,Alice,Savory Bites,2023-07-04,16:00,02:00,12.79,Henry,Evening,10
UF_E001,Mike,Urban Feast,2023-07-04,08:00,18:00,14.98,Steve,Morning,10
UF_E004,Pam,Urban Feast,2023-07-04,16:00,22:00,13.64,Rose,Evening,6
GH_E002,Zack,Gourmet Haven,2023-07-04,08:00,12:00,14.76,Gordon,Morning,4
GH_E004,Bella,Gourmet Haven,2023-07-04,16:00,20:00,14.09,Carl,Evening,4
SB_E010,Jack,Savory Bites,2023-07-05,08:00,14:00,12.25,Eva,Morning,6
SB_E003,Carol,Savory Bites,2023-07-05,16:00,20:00,12.38,Grace,Evening,4
UF_E005,Quincy,Urban Feast,2023-07-05,08:00,12:00,13.43,Rose,Morning,4
UF_E012,Xena,Urban Feast,2023-07-05,16:00,00:00,14.94,Rose,Evening,8
GH_E011,Isaac,Gourmet Haven,2023-07-05,08:00,16:00,15.51,Yvonne,Morning,8
GH_E005,Carl,Gourmet Haven,2023-07-05,16:00,22:00,14.9,Daisy,Evening,6
SB_E005,Eva,Savory Bites,2023-07-06,08:00,18:00,13.5,Bob,Morning,10
SB_E008,Henry,Savory Bites,2023-07-06,16:00,02:00,12.97,Leo,Evening,10
UF_E011,Will,Urban Feast,2023-07-06,08:00,12:00,14.8,Steve,Morning,4
UF_E005,Quincy,Urban Feast,2023-07-06,16:00,00:00,13.43,Umar,Evening,8
GH_E011,Isaac,Gourmet Haven,2023-07-06,08:00,16:00,15.51,Gordon,Morning,8
GH_E004,Bella,Gourmet Haven,2023-07-06,16:00,00:00,14.09,Julia,Evening,8
SB_E001,Alice,Savory Bites,2023-07-07,08:00,18:00,12.79,Grace,Morning,10
SB_E008,Henry,Savory Bites,2023-07-07,16:00,22:00,12.97,Alice,Evening,6
UF_E009,Umar,Urban Feast,2023-07-07,08:00,12:00,13.35,Will,Morning,4
UF_E001,Mike,Urban Feast,2023-07-07,16:00,00:00,14.98,Steve,Evening,8
GH_E012,Julia,Gourmet Haven,2023-07-07,08:00,12:00,15.61,Zack,Morning,4
GH_E006,Daisy,Gourmet Haven,2023-07-07,16:00,22:00,15.26,Zack,Evening,6
SB_E012,Leo,Savory Bites,2023-07-08,08:00,18:00,12.75,Dave,Morning,10
SB_E003,Carol,Savory Bites,2023-07-08,16:00,00:00,12.38,Bob,Evening,8
UF_E011,Will,Urban Feast,2023-07-08,08:00,14:00,14.8,Umar,Morning,6
UF_E005,Quincy,Urban Feast,2023-07-08,16:00,02:00,13.43,Xena,Evening,10
GH_E011,Isaac,Gourmet Haven,2023-07-08,08:00,16:00,15.51,Carl,Morning,8
GH_E012,Julia,Gourmet Haven,2023-07-08,16:00,00:00,15.61,Gordon,Evening,8
SB_E010,Jack,Savory Bites,2023-07-09,08:00,14:00,12.25,Alice,Morning,6
